의료기관명,소재지,전화번호,병상수,개설일자,구군,종별
더편한정형외과의원,"울산광역시 북구 매곡산업로 173, 서희파크 C동 지상1층 (매곡동)",052-286-8900,0,2023-02-03,북구,의원
코아이비인후과의원,"울산광역시 남구 삼산로 281, 9층 (삼산동, 정앤정크리닉빌딩)",052-257-8300,0,2003-09-29,남구,의원
사람이소중한의원,"울산광역시 중구 학성로 118, 2층 (옥교동)",052-227-7511,0,2023-05-03,중구,의원
엄재화내과의원,"울산광역시 남구 삼산로 26, 305호 (신정동, 공업탑 하트랜드)",052-257-7955,0,2001-02-17,남구,의원
조창현정형외과의원,"울산광역시 중구 번영로 580, SkyM빌딩 2층 202호 (남외동)",052-707-7500,0,2023-04-05,중구,의원
제니스여성의원,"울산광역시 동구 명덕로 6, 4층 (서부동)",052-234-4001,0,2009-10-22,동구,의원
서울성형외과의원,울산광역시 중구 젊음의2거리 23 (성남동),052-244-0222,0,1998-03-11,중구,의원
좋은소아청소년과의원,"울산광역시 남구 중앙로 234, 9~11층 (신정동)",052-276-2200,20,2023-05-31,남구,의원
김예진성장소아청소년과의원,"울산광역시 남구 삼산로 287, 4층 (삼산동)",052-266-7588,0,2023-05-01,남구,의원
서울삼성정형외과의원,"울산광역시 남구 삼산로 283, 소망빌딩 5층 (삼산동)",052-266-7975,0,2022-05-23,남구,의원
바로그의원,"울산광역시 남구 삼산로 287, 2,3층 (삼산동)",052-260-3323,0,2023-06-14,남구,의원
최내과의원,"울산광역시 남구 월평로 9, 5층 (신정동, 대교메디컬)",052-269-7588,0,2017-07-17,남구,의원
아주재활의학과의원,"울산광역시 남구 돋질로 369, 3-4층 (삼산동)",052-297-7475,0,2014-01-22,남구,의원
인구보건복지협회울산광역시지회 가족보건의원,"울산광역시 남구 봉월로 63, 1,2층 (신정동)",052-273-4463,0,1999-04-15,남구,의원
한마음가정의학과의원,울산광역시 중구 성안로 200 (성안동),052-236-7279,0,2008-07-11,중구,의원
플러스신경과의원,"울산광역시 남구 수암로 138, 401~2호 (야음동)",052-276-7575,0,2023-10-20,남구,의원
우리이비인후과의원,"울산광역시 남구 대학로 138, 8층 (무거동)",052-249-2600,0,2007-09-03,남구,의원
이상의원,울산광역시 중구 번영로 573 (남외동),052-297-2626,0,2003-12-22,중구,의원
웅촌제일의원,"울산광역시 울주군 웅촌면 웅촌로 377, 2층 (흥연오일뱅크)",052-225-9427,0,1997-01-31,울주군,의원
재단법인미래산업보건의료재단 미래건강의원,"울산광역시 북구 아진로 31, 지상5, 6, 8층 501, 601, 801호 (상안동)",052-286-8119,20,2023-05-26,북구,의원
프라우메디유반외과의원,"울산광역시 남구 삼산중로 84, 201호 (삼산동)",052-260-0781,1,2023-10-19,남구,의원
서울척재활의학과의원,"울산광역시 남구 대학로131번길 4, 울산대 유파티오 131 3층 (무거동)",052-224-8885,0,2023-10-30,남구,의원
더에스의원,"울산광역시 남구 삼산로 274, 11층 (삼산동)",052-707-1000,0,2008-07-18,남구,의원
베리굿치과의원,"울산광역시 동구 방어진순환도로 915, 2층 8호 (서부동)",052-252-1341,0,2001-06-20,동구,치과의원
서울정치과의원,"울산광역시 남구 문수로 362, 101동 101호 (옥동, 옥동디아채주상복합아파트)",052-274-2879,0,2011-08-30,남구,치과의원
더블유치과의원,"울산광역시 남구 대학로 136, 6층 (무거동)",052-221-1441,0,2009-04-10,남구,치과의원
울들치과의원,"울산광역시 남구 중앙로 228, 1층 (신정동)",052-289-2875,0,2016-06-10,남구,치과의원
세종치과의원,"울산광역시 북구 천곡남로 37, 2층 205호 (천곡동, 삼성코아루아파트상가)",052-282-2870,0,2012-11-01,북구,치과의원
수암치과의원,"울산광역시 남구 수암로 113, 4층 (신정동)",052-276-2075,0,2005-04-22,남구,치과의원
조이플란트치과의원,"울산광역시 중구 번영로 470, MG중울산 1층 (반구동)",052-265-0001,0,2009-12-30,중구,치과의원
남치과의원,울산광역시 중구 번영로 569(남외동),052-294-0808,0,1987-04-24,중구,치과의원
조은치과의원,울산광역시 울주군 언양읍 헌양길 24,052-225-2275,0,2012-01-02,울주군,치과의원
양문섭치과의원,울산광역시 중구 학성로 99 (옥교동),052-245-2822,0,1990-04-20,중구,치과의원
월드치과의원,"울산광역시 울주군 범서읍 천상길 17, 1층 202호",052-707-7528,0,2020-05-06,울주군,치과의원
백석치과의원,"울산광역시 중구 태화로 213, 2층(태화동)",052-245-0900,0,2009-08-27,중구,치과의원
현대치과의원,울산광역시 북구 염포로 581 (양정동),052-289-2828,0,1995-11-30,북구,치과의원
고운치과의원,"울산광역시 북구 화봉로 75, 4층 (화봉동)",052-289-2820,0,2012-06-18,북구,치과의원
아이샘치과의원,"울산광역시 북구 호계로 286, 3층 (호계동)",052-293-1275,0,2013-07-12,북구,치과의원
곽치과의원,울산광역시 북구 호계로 298 (호계동),052-298-9361,0,1994-01-19,북구,치과의원
청아치과의원,울산광역시 북구 호계로 328(신천동),052-286-9580,0,1997-08-05,북구,치과의원
늘푸른치과의원,울산광역시 북구 명촌로 75(명촌동),052-288-5875,0,2003-07-30,북구,치과의원
이세움 치과의원,"울산광역시 남구 삼산로 260, 7층 (삼산동)",052-227-2885,0,2019-01-22,남구,치과의원
이태현치과의원,"울산광역시 남구 삼산로 74, 2층 (달동)",052-268-2838,0,1990-04-23,남구,치과의원
맑은치과의원,"울산광역시 남구 문수로 414, 5층 (신정동)",052-268-2833,0,2010-04-07,남구,치과의원
상아치과의원,"울산광역시 남구 대학로 138, 4층 (무거동, 신정빌딩)",052-277-5417,0,1990-05-08,남구,치과의원
조승기치과의원,울산광역시 남구 수암로288번길 2 (야음동),052-258-2406,0,1996-05-01,남구,치과의원
서울미치과의원,"울산광역시 북구 박상진12로 11, 301,302,303,304호 (송정동)",052-713-7528,0,2020-08-07,북구,치과의원
이채택치과의원,울산광역시 중구 다운로 43 (다운동),052-224-0951,0,1993-04-24,중구,치과의원
김평환치과의원,울산광역시 동구 방어진순환도로 1120-1(서부동),052-251-1526,0,1983-03-15,동구,치과의원
우리들치과의원,울산광역시 동구 동진로 1(방어동),052-232-6789,0,1987-05-09,동구,치과의원
연세치과의원,울산광역시 동구 동해안로 32 (동부동),052-235-0600,0,1992-04-23,동구,치과의원
대송치과의원,"울산광역시 동구 대학길 57, 2층 (화정동)",052-252-7521,0,1997-12-12,동구,치과의원
열린치과의원,울산광역시 동구 진성14길 90(전하동),052-232-2870,0,1999-06-17,동구,치과의원
푸른치과의원,"울산광역시 동구 동해안로 50, 2층 (동부동)",052-252-7656,0,2000-06-26,동구,치과의원
서울조이치과의원,울산광역시 동구 대학길 6(화정동),052-236-2275,0,2001-12-13,동구,치과의원
이동규치과의원,울산광역시 동구 월봉로 34(화정동),052-233-5275,0,2002-12-27,동구,치과의원
고운미소치과의원,울산광역시 동구 대학길 40-1(화정동),052-251-7528,0,2004-02-03,동구,치과의원
한마음치과의원,"울산광역시 동구 방어진순환도로 652, C동 309호 (일산동, 테라스파크)",052-252-2080,0,2005-07-27,동구,치과의원
뿌리깊은치과의원,울산광역시 중구 번영로 487 (약사동),052-282-7528,0,2006-06-20,중구,치과의원
베스트치과의원,"울산광역시 중구 태화로 174, 2층(태화동)",052-211-2879,0,2012-09-06,중구,치과의원
바른이치과교정과치과의원,"울산광역시 남구 삼산로 303, 103동 4층 421호 (삼산동, 대성스카이렉스)",052-256-2885,0,2013-02-05,남구,치과의원
야음앞선치과의원,"울산광역시 남구 수암로 130, 5층 (야음동)",052-272-2879,0,2016-01-21,남구,치과의원
굿모닝미치과의원,"울산광역시 남구 삼산로 110, 4층 (달동, 굿모닝병원)",052-275-7529,0,2006-09-18,남구,치과의원
한국건강관리협회 건강증진치과의원,"울산광역시 중구 번영로 360, 한국건강관리협회 5층 (학산동)",052-241-2000,0,2002-06-27,중구,치과의원
미래치과의원,"울산광역시 동구 진성14길 118, 3층 (전하동)",052-234-2080,0,2011-07-22,동구,치과의원
미본치과의원,"울산광역시 남구 삼산로 266, 9층 (삼산동, 굿모닝메디컬빌딩)",052-258-2875,0,2004-01-16,남구,치과의원
시티치과의원,울산광역시 북구?산업로?1005?(연암동),052-289-2875,0,2000-04-01,북구,치과의원
비타민치과의원,"울산광역시 중구 장춘로 1, 2층 201호 (우정동)",052-246-0300,0,2020-02-27,중구,치과의원
킴플란트치과의원,"울산광역시 울주군 온산읍 덕신로 289, 2층,3층",052-936-2875,0,2012-10-25,울주군,치과의원
서울박치과의원,울산광역시 울주군 언양읍 헌양길 18,052-263-2879,0,2007-03-05,울주군,치과의원
이레치과의원,"울산광역시 중구 화합로 428, 2층 (반구동, 이레빌딩)",052-298-2875,0,2008-02-28,중구,치과의원
미소모아치과의원,울산광역시 남구 돋질로302번길 31 (삼산동),052-261-0875,0,2012-11-22,남구,치과의원
우리치과의원,울산광역시 울주군 범서읍 구영로 86,052-248-5528,0,2003-06-09,울주군,치과의원
해와달치과교정과치과의원,"울산광역시 중구 번영로 580, 7층 702호 (남외동, SkyM빌딩)",052-286-0028,0,2017-01-10,중구,치과의원
한일치과의원,"울산광역시 남구 돋질로302번길 35, 2층 (삼산동)",052-269-2117,0,2007-11-12,남구,치과의원
이좋은치과의원,"울산광역시 남구 삼산로 254, 7층 (달동)",052-266-2833,0,2018-06-11,남구,치과의원
세방치과의원,"울산광역시 남구 북부순환도로 12, 2층 (무거동)",052-222-2879,0,2002-04-18,남구,치과의원
e-(이)편한치과의원,"울산광역시 남구 삼산로 281, 5층 (삼산동)",052-258-2235,0,2002-03-16,남구,치과의원
디지털노블치과의원,울산광역시 북구 호계로 277 (호계동),052-293-2879,0,2007-09-01,북구,치과의원
전영호치과의원,울산광역시 중구 학성로 155 (학산동),052-244-1223,0,1995-05-09,중구,치과의원
김종헌치과의원,울산광역시 중구 명륜로 75(우정동),052-246-1561,0,1995-05-03,중구,치과의원
라인치과교정과치과의원,"울산광역시 북구 호계로 291-1, 3층 (호계동)",052-992-2875,0,2021-12-22,북구,치과의원
정상모치과의원,"울산광역시 중구 다운로 118, 2층 (다운동)",052-222-7738,0,2009-09-21,중구,치과의원
프라임치과의원,"울산광역시 남구 화합로 162, 2층 202호 (삼산동, 나인파크)",052-297-2875,0,2004-09-06,남구,치과의원
프란트치과의원,"울산광역시 남구 중앙로290번길 30, 2층 (신정동)",052-708-2875,0,2012-12-12,남구,치과의원
하종호치과의원,울산광역시 북구 화봉로 58(연암동),052-287-7875,0,2006-04-19,북구,치과의원
탑치과의원,"울산광역시 남구 동산로89번길 4, 2층 205호(신정동)",052-261-2865,0,1996-04-19,남구,치과의원
21세기좋은치과의원,울산광역시 북구 호계로 283 (호계동),052-282-7582,0,1997-12-29,북구,치과의원
이드림치과의원,"울산광역시 남구 삼산로 277 (삼산동, 태진빌딩)",052-266-1177,0,2016-12-26,남구,치과의원
울산부부치과의원,"울산광역시 남구 수암로 220, 4층 (야음동, 명신빌딩)",052-922-2875,0,2016-05-12,남구,치과의원
이동욱치과의원,울산광역시 남구 수암로 232(야음동),052-273-7229,0,1983-01-26,남구,치과의원
명문치과의원,울산광역시 남구 수암로 235-1 (야음동),052-265-0576,0,1995-04-28,남구,치과의원
김병철치과의원,울산광역시 남구 수암로 118-3(신정동),052-272-9348,0,1995-05-16,남구,치과의원
굿타임치과의원,"울산광역시 남구 문수로 339, 4층 (옥동, 정암빌딩)",052-260-2928,0,2006-11-06,남구,치과의원
전학명치과의원,"울산광역시 남구 봉월로 63, 4층 (신정동)",052-273-5178,0,1985-04-30,남구,치과의원
보람치과의원,울산광역시 남구 대학로 110(무거동),052-247-2812,0,2000-04-07,남구,치과의원
새빛치과의원,"울산광역시 남구 신정로 25, 2~3층(달동)",052-275-2875,0,2012-04-02,남구,치과의원
장검에이스치과의원,"울산광역시 울주군 범서읍 장검길 91, 2층",052-225-2882,0,2014-10-20,울주군,치과의원
플러스치과의원,울산광역시 북구 호계로 332-1 (신천동),052-291-1454,0,2008-01-04,북구,치과의원
자연이치과의원,울산광역시 북구 신답로 40(상안동),052-295-2875,0,2007-05-23,북구,치과의원
온양하나치과의원,울산광역시 울주군 온양읍 온양로 98,052-237-2808,0,2009-07-21,울주군,치과의원
청담치과의원,"울산광역시 남구 삼산로278번길 8, 8층 (삼산동, LJ타워)",052-700-2874,0,2013-04-11,남구,치과의원
이치과의원,울산광역시 남구 중앙로 241(신정동),052-273-5504,0,1979-04-19,남구,치과의원
한솔치과의원,울산광역시 남구 중앙로 249 (신정동),052-260-6566,0,1994-04-22,남구,치과의원
하늘치과의원,"울산광역시 남구 삼산중로 69, 3층 (달동, 화신빌딩)",052-261-2875,0,2003-06-27,남구,치과의원
하이치과의원,"울산광역시 남구 대학로 58, 2층 (무거동)",052-223-2804,0,2006-07-12,남구,치과의원
드림연합치과의원,"울산광역시 남구 삼산로 344, 2~3층 (삼산동)",052-260-8275,0,2019-10-01,남구,치과의원
서울닥터스치과의원,"울산광역시 남구 수암로 138, 4층 (야음동)",052-257-2080,0,2020-01-13,남구,치과의원
선치과의원,울산광역시 남구 문수로 331 (옥동),052-268-4997,0,1996-05-21,남구,치과의원
램브란트치과의원,"울산광역시 남구 대학로 130, 4층 (무거동, 성진빌딩)",052-277-7585,0,2006-03-13,남구,치과의원
울산예스치과의원,울산광역시 남구 남중로 125 (삼산동),052-271-4290,0,1995-04-28,남구,치과의원
반구편한치과의원,"울산광역시 중구 반구로 46, 2층 (반구동)",052-281-2090,0,2015-07-17,중구,치과의원
니즈연합치과의원,"울산광역시 중구 번영로 574, 4층 (남외동, 동천빌딩)",052-291-2275,0,2007-05-25,중구,치과의원
위드치과의원,"울산광역시 북구 신답로 48, 311호 (상안동, 프리지아상가)",052-293-2874,0,2007-02-14,북구,치과의원
천곡치과의원,"울산광역시 북구 관문길 6-1, 2층 (천곡동)",052-297-7574,0,2014-05-30,북구,치과의원
스마트치과의원,울산광역시 동구 진성14길 124 (전하동),052-252-0028,0,2011-03-30,동구,치과의원
양정치과의원,"울산광역시 북구 염포로 529, 3층 (양정동)",052-287-2850,0,2009-09-28,북구,치과의원
소망치과의원,"울산광역시 울주군 청량읍 덕하로 218, 1층",052-265-2879,0,2010-04-26,울주군,치과의원
서울S치과의원,"울산광역시 중구 번영로 568, 2층 (남외동)",052-700-2275,0,2012-06-18,중구,치과의원
라임치과의원,"울산광역시 북구 화봉로 59, 나동 206호 (화봉동)",052-287-3528,0,2005-04-15,북구,치과의원
에이치엠치과의원,"울산광역시 남구 중앙로167번길 26, 4층 (신정동)",052-258-2805,0,2009-01-02,남구,치과의원
윌치과의원,울산광역시 동구 양지5길 72 (화정동),052-236-8900,0,2006-12-18,동구,치과의원
정겨운치과의원,울산광역시 울주군 언양읍 헌양길 37 (지역농협),052-254-3377,0,2008-11-07,울주군,치과의원
호계유어스치과의원,울산광역시 북구 호계로 326 (신천동),052-286-2080,0,2006-05-12,북구,치과의원
참미소치과의원,"울산광역시 남구 문수로 376, 4층 (옥동)",052-260-2875,0,2006-04-11,남구,치과의원
니즈연합치과의원,"울산광역시 울주군 범서읍 구영로 94, 404호 (M-플라자)",052-245-2875,0,2008-02-13,울주군,치과의원
이플랜치과의원,"울산광역시 남구 삼산중로 98, 201호 (삼산동)",052-245-2870,0,2012-05-14,남구,치과의원
위너치과의원,"울산광역시 남구 월평로 23, 3층 (신정동)",052-268-2875,0,2015-03-11,남구,치과의원
박홍락치과의원,울산광역시 동구 방어진순환도로 925 (서부동),052-233-3689,0,1991-06-13,동구,치과의원
신현철치과의원,울산광역시 남구 수암로 110-1 (신정동),052-274-5567,0,1983-05-04,남구,치과의원
심규빈치과의원,울산광역시 남구 삼산중로 65 (달동),052-258-2829,0,1999-06-22,남구,치과의원
포도나무치과의원,"울산광역시 동구 방어진순환도로 783, 신한은행 (전하동)",052-707-2275,0,2013-01-02,동구,치과의원
하늘갤러리치과의원,"울산광역시 북구 호계로 300, 3층 (호계동)",052-298-7222,0,2010-06-17,북구,치과의원
이창식치과의원,울산광역시 남구 삼호로 79(무거동),052-247-2888,0,1997-05-26,남구,치과의원
김병재치과의원,울산광역시 남구 수암로 115(신정동),052-269-7805,0,1995-04-28,남구,치과의원
캐슬치과의원,"울산광역시 남구 신선로 45, 3층 303호 (야음동, 롯데캐슬1단지아파트)",052-258-7528,0,2008-03-28,남구,치과의원
트리플치과의원,"울산광역시 중구 성안로 148, 2층(성안동)",052-242-2828,0,2003-06-16,중구,치과의원
신용완치과의원,울산광역시 중구 학성로 127 (학산동),052-246-3959,0,1986-04-24,중구,치과의원
노바치과의원,"울산광역시 남구 삼산로 270, 6층 (삼산동, 킴스빌딩)",052-269-2822,0,2013-04-19,남구,치과의원
이차진치과의원,"울산광역시 남구 문수로 371, 2층 (옥동)",052-266-9207,0,1995-06-30,남구,치과의원
큰나무치과의원,"울산광역시 동구 방어진순환도로 711, 3층 (일산동)",052-236-4747,0,2000-01-31,동구,치과의원
최진욱치과의원,"울산광역시 남구 신정로 33, 2층 (달동, 경서빌딩)",052-257-2812,0,2014-02-03,남구,치과의원
엘에이라임치과의원,울산광역시 동구 방어진순환도로 633(일산동),052-234-2876,0,2008-05-27,동구,치과의원
이순석치과의원,"울산광역시 북구 화봉로 59, 가동 207호 (화봉동, 화봉시장)",052-288-8073,0,1997-01-17,북구,치과의원
가우정치과의원,"울산광역시 북구 호계로 292, 4층 (호계동, 가우정치과의원)",052-295-9440,0,1996-04-10,북구,치과의원
뉴욕앤치과의원,울산광역시 동구 동해안로 25 (동부동),052-201-3909,0,2009-12-15,동구,치과의원
웰컴치과의원,"울산광역시 북구 매곡1로 15, 3층 (매곡동, 농소농협)",052-291-2875,0,2008-08-28,북구,치과의원
신희재치과의원,"울산광역시 북구 명촌로 83 (명촌동, 유성빌딩)",052-289-2848,0,2004-03-11,북구,치과의원
호계웰치과의원,"울산광역시 북구 호계로 275, 2,3,4층 (호계동)",052-707-2800,0,2022-04-26,북구,치과의원
문치과의원,울산광역시 남구 삼산로 5 (신정동),052-275-2727,0,1985-03-05,남구,치과의원
김흥선치과의원,"울산광역시 남구 왕생로 97, 4층 (달동)",052-227-3706,0,1999-06-04,남구,치과의원
안울진치과의원,울산광역시 중구 번영로 582 (남외동),052-233-7144,0,2008-10-29,중구,치과의원
최치과의원,울산광역시 동구 진성14길 122 (전하동),052-235-2066,0,2004-05-17,동구,치과의원
강남웰치과의원,"울산광역시 남구 대학로 141, 4층 (무거동)",052-223-2875,0,2006-12-04,남구,치과의원
진치과의원,울산광역시 울주군 범서읍 점촌4길 26,052-211-6395,0,1996-02-15,울주군,치과의원
전치과의원,울산광역시 울주군 언양읍 동문길 72,052-262-0975,0,1996-07-05,울주군,치과의원
문상원치과의원,"울산광역시 남구 울밀로 2906, 4층 402호 (무거동)",052-222-7528,0,2014-04-03,남구,치과의원
e푸른치과의원,"울산광역시 남구 삼산로 272, 11층 (삼산동)",052-247-7996,0,2003-06-02,남구,치과의원
제밀치과의원,"울산광역시 남구 대학로 128, 401호 (무거동)",052-249-2822,0,2011-02-28,남구,치과의원
해와달연합치과의원,"울산광역시 중구 번영로 580, 701층 (남외동, SkyM빌딩)",052-291-2175,0,2008-04-07,중구,치과의원
보스턴연합치과의원,"울산광역시 북구 매곡로 115, 3층 (매곡동)",052-977-2875,0,2020-10-28,북구,치과의원
서울바른치과교정과치과의원,"울산광역시 남구 삼산로 273, 401호 (삼산동, 삼산타워)",052-266-8528,0,2012-06-28,남구,치과의원
델타전치과의원,"울산광역시 남구 정동로42번길 28, 3층 (삼산동)",052-258-2840,0,2004-01-06,남구,치과의원
전재민치과의원,"울산광역시 남구 중앙로 224, 2층 (신정동)",052-227-1275,0,2006-11-28,남구,치과의원
로원치과의원,"울산광역시 중구 동천서로 56, G PLACE 5층 501,502호 (서동)",052-294-7575,0,2019-07-18,중구,치과의원
주치과의원,"울산광역시 남구 중앙로 6, 3층 (야음동)",052-293-0613,0,2008-06-12,남구,치과의원
미소진치과의원,"울산광역시 중구 종가로 747, 3층 (장현동)",052-293-2275,0,2014-10-30,중구,치과의원
센트럴울산치과의원,"울산광역시 울주군 범서읍 굴화2길 2, 2층",052-244-2877,0,2017-03-28,울주군,치과의원
득원치과의원,"울산광역시 남구 문수로 403, 4층 (신정동)",052-265-6401,0,2013-12-27,남구,치과의원
중앙치과의원,울산광역시 중구 학성로 119 (옥교동),052-242-2875,0,1991-04-26,중구,치과의원
위스마일치과교정과치과의원,"울산광역시 남구 삼산중로100번길 20, 3층 (삼산동)",052-275-9111,0,2008-06-30,남구,치과의원
우정치과의원,"울산광역시 중구 명륜로 17, 5층 (태화동)",052-246-2898,0,2009-11-04,중구,치과의원
미다스치과의원,울산광역시 남구 문수로 303 (옥동),052-267-2000,0,2001-05-16,남구,치과의원
참잘하는치과의원,"울산광역시 중구 번영로 485, 4층 (약사동)",052-710-5528,0,2015-07-13,중구,치과의원
하나치과의원,울산광역시 울주군 청량면 삼정로 92-12 (24-202 (쌍용하나빌리지상가)),052-224-2826,0,2014-05-27,울주군,치과의원
미라인치과의원,"울산광역시 울주군 범서읍 구영로 78, 4층 402호 (서린프라자)",052-211-2804,0,2014-04-01,울주군,치과의원
선경치과의원,"울산광역시 중구 유곡로 10, 3층 302~304호 (우정동, 선경2차아파트)",052-244-2878,0,1997-08-05,중구,치과의원
울산현대치과의원,울산광역시 남구 삼산중로 71 (달동),052-261-7504,0,2001-01-08,남구,치과의원
오렌지치과의원,울산광역시 남구 돋질로 159 (신정동),052-271-8811,0,2002-03-19,남구,치과의원
박성구치과의원,울산광역시 남구 중앙로 268 (신정동),052-271-0340,0,1988-06-04,남구,치과의원
예일치과의원,울산광역시 남구 번영로 113 (달동),052-274-6740,0,1995-12-11,남구,치과의원
밝은미래치과의원,울산광역시 남구 중앙로 237 (신정동),052-256-7528,0,2004-05-08,남구,치과의원
플러스치과의원,"울산광역시 울주군 언양읍 읍성로 15, 2층",055-380-2260,0,2007-05-04,울주군,치과의원
밝은이치과의원,"울산광역시 북구 화봉로 67, 2층 (화봉동)",052-288-7585,0,2000-04-01,북구,치과의원
언양치과의원,울산광역시 울주군 언양읍 헌양길 30,052-264-0265,0,1995-05-04,울주군,치과의원
옥동노블치과의원,"울산광역시 남구 문수로 338, 5층 (옥동)",052-266-2879,0,2008-01-04,남구,치과의원
호계치과의원,"울산광역시 북구 호계2길 7, 2층 201호 (호계동)",052-282-8875,0,1989-04-26,북구,치과의원
비전치과의원,"울산광역시 북구 신천로 57, 2층 (매곡동)",052-282-2275,0,2011-08-10,북구,치과의원
현대하이치과의원,"울산광역시 북구 염포로 521-1, 3층 (양정동)",052-287-7528,0,2011-08-25,북구,치과의원
소망우정치과의원,"울산광역시 남구 중앙로 230, 3층 (신정동, 대원빌딩)",052-276-3953,0,1993-02-20,남구,치과의원
곽명호치과의원,울산광역시 남구 수암로 117 (신정동),052-267-2804,0,1990-11-14,남구,치과의원
새얀치과의원,"울산광역시 남구 야음로 37, 4층 (야음동)",052-260-7528,0,2005-07-21,남구,치과의원
바른진치과의원,"울산광역시 남구 문수로 329, 2층 (옥동)",052-201-2875,0,2017-07-26,남구,치과의원
미소를심는치과의원,"울산광역시 울주군 범서읍 구영로 100, 501호 (구영프라자)",052-243-5900,0,2008-04-18,울주군,치과의원
서영희치과의원,"울산광역시 울주군 범서읍 장검길 3, 2층",052-277-2879,0,2011-02-15,울주군,치과의원
가이드치과의원,"울산광역시 남구 삼산로267번길 6-15, 3층 (삼산동)",052-913-2275,0,2015-03-06,남구,치과의원
영치과의원,"울산광역시 남구 수암로 132, 6층 (야음동)",052-716-2776,0,2015-06-17,남구,치과의원
구치과의원,"울산광역시 동구 전하로 2, 2층 (전하동)",052-232-3519,0,1989-04-10,동구,치과의원
뉴욕치과의원,"울산광역시 남구 대학로 157, 4층 (무거동, 부흥빌딩)",052-232-2875,0,2009-03-31,남구,치과의원
김태근치과의원,"울산광역시 남구 중앙로 16, 울산축협 신선지소 2층 (야음동)",052-272-6862,0,1987-03-13,남구,치과의원
강앤이치과의원,"울산광역시 남구 문수로 390, 2층 (옥동)",052-276-7533,0,2000-05-24,남구,치과의원
한길치과의원,"울산광역시 남구 문수로 346, 4층 (옥동)",052-261-2793,0,1993-04-29,남구,치과의원
하나치과의원,"울산광역시 남구 삼산로 130, 3층 (달동)",052-243-7045,0,2020-01-13,남구,치과의원
유엔치과의원,"울산광역시 북구 화산로 109, 어썸플레이스 501~503호 (송정동)",052-236-2875,0,2020-02-27,북구,치과의원
김창호치과의원,울산광역시 남구 수암로 99 (신정동),052-274-7672,0,1984-05-04,남구,치과의원
채윤필치과의원,울산광역시 중구 화합로 358 (반구동),052-293-7528,0,2005-04-27,중구,치과의원
박현식치과의원,울산광역시 중구 번영로 476 (반구동),052-296-4420,0,1990-05-01,중구,치과의원
내 치과의원,울산광역시 중구 명륜로 30 (우정동),052-244-2879,0,2005-03-28,중구,치과의원
리틀원소아치과치과의원,"울산광역시 남구 삼산로 243, 6층 (달동, 종범빌딩)",052-258-1275,0,2006-01-26,남구,치과의원
바른정치과의원,"울산광역시 울주군 온산읍 덕신로 279, 수산업협동조합(온산점) 5층",052-708-7528,0,2018-10-05,울주군,치과의원
이충섭치과의원,"울산광역시 동구 방어진순환도로 1132, 2층 (서부동, 경남은행)",052-234-2828,0,2004-03-12,동구,치과의원
선암치과의원,"울산광역시 남구 두왕로64번길 5-14, 2층 (선암동)",052-275-2750,0,2008-06-27,남구,치과의원
튼튼한치과의원,"울산광역시 남구 북부순환도로 52, 2층 (무거동)",052-265-2244,0,2015-01-29,남구,치과의원
시민치과의원,"울산광역시 중구 학성로 71, 2층 (성남동)",052-211-1347,0,1993-03-02,중구,치과의원
로덴치과의원,"울산광역시 남구 월평로 256, 3층 (삼산동)",052-266-7905,0,1992-05-11,남구,치과의원
현대 탑 치과의원,울산광역시 동구 대학길 65(화정동),052-252-2875,0,2012-02-27,동구,치과의원
유디우정치과의원,"울산광역시 중구 종가로 310, 8층 (우정동, M타워 8층 807~8014호)",052-911-2888,0,2017-10-23,중구,치과의원
김정열치과의원,"울산광역시 중구 학성로 95, 2층 (성남동)",052-243-0481,0,1983-05-04,중구,치과의원
울산BS치과교정과치과의원,"울산광역시 남구 삼산로 254, 8층 (달동)",052-265-2885,0,2012-06-13,남구,치과의원
김치과의원,울산광역시 울주군 언양읍 동문길 66,052-264-4647,0,1992-02-26,울주군,치과의원
하얀치과의원,울산광역시 울주군 온산읍 덕신로 273,052-237-2804,0,1999-05-07,울주군,치과의원
천승욱치과의원,울산광역시 울주군 온산읍 덕신로 256,052-237-1789,0,1998-01-15,울주군,치과의원
인재치과의원,울산광역시 새즈믄해거리 3,052-243-5088,0,1982-12-01,중구,치과의원
이세치과의원,울산광역시 중구 번영로 462 (복산동),052-293-1661,0,1988-04-29,중구,치과의원
박치과의원,"울산광역시 울주군 온산읍 덕남로 31, 2층",052-237-8811,0,2016-02-23,울주군,치과의원
김정수치과의원,"울산광역시 남구 삼산중로100번길 20, 4층 (삼산동)",052-933-2875,0,2018-07-24,남구,치과의원
신세계치과의원,"울산광역시 동구 대학길 47, 3층 (화정동)",052-251-9255,0,2002-01-02,동구,치과의원
유디무거치과의원,"울산광역시 남구 대학로 152, 9층 (무거동)",052-222-6226,0,2011-03-30,남구,치과의원
블루마치과의원,"울산광역시 북구 화암1길 52, 1층 204호 (산하동)",052-285-2822,0,2018-03-15,북구,치과의원
자이삼성치과의원,"울산광역시 남구 삼산로 231, 4층 404~406호 (달동, 울산센트럴자이)",052-716-7214,0,2016-02-18,남구,치과의원
오복치과의원,"울산광역시 울주군 언양읍 반구대로 820, 3층",052-254-2875,0,1994-09-08,울주군,치과의원
이수현치과의원,"울산광역시 중구 문화의거리 30, 1층 (옥교동)",052-245-2802,0,2000-09-16,중구,치과의원
